574,1113,1095,3487,2099,1413,0
593,1129,1123,3541,2111,1435,0
570,1076,1046,3508,2034,1353,0
605,1149,1155,3389,2184,1512,0
624,1174,1173,3467,2189,1518,0
704,1264,1312,3474,2273,1628,0
619,1166,1161,3433,2196,1516,0
663,1223,1249,3452,2281,1612,0
677,1175,1200,3400,2187,1541,0
699,1264,1324,3408,2316,1690,0
744,1326,1409,3435,2442,1809,0
748,1359,1298,4261,2428,1510,0
662,1265,1088,4674,2319,1281,0
659,1271,1086,4781,2331,1279,0
657,1269,1100,4599,2312,1304,0
645,1250,1094,4454,2175,1187,0
645,1261,1103,4555,2271,1254,0
663,1282,1131,4596,2297,1284,0
674,1297,1123,4736,2351,1314,0
583,1202,1039,4305,2038,1104,0
644,1254,1099,4424,2146,1168,0
678,1279,1123,4481,2264,1249,0
700,1304,1186,4378,2293,1298,0
643,1250,1145,4251,2118,1180,0
734,1341,1307,3994,2179,1311,0
613,1198,1072,4134,1968,1049,0
786,1408,1431,3660,2196,1421,0
632,1229,1112,4055,1931,1053,0
679,1286,1182,4106,2107,1204,0
622,1210,1089,4122,1895,1011,0
781,1403,1355,4158,2315,1409,0
675,1276,1188,3990,2128,1247,0
930,1589,1643,4013,2601,1737,0
885,1513,1531,3844,2609,1757,0
897,1529,1561,3802,2612,1754,0
883,1531,1583,3971,2615,1763,0
862,1502,1512,4239,2527,1626,0
729,1346,1286,4210,2321,1379,0
748,1398,1374,3922,2333,1498,0
942,1575,1634,3806,2671,1828,0
892,1528,1569,4086,2626,1723,0
880,1510,1483,4306,2508,1557,0
750,1386,1344,4114,2365,1455,0
809,1410,1360,4093,2415,1480,0
875,1501,1493,3931,2629,1758,0
815,1421,1413,4105,2577,1662,0
917,1517,1542,4002,2643,1751,0
885,1521,1559,4060,2570,1713,0
833,1477,1459,4271,2458,1561,0
713,1321,1274,4099,2331,1404,0
843,1465,1484,4150,2576,1672,0
828,1476,1494,4087,2493,1634,0
778,1398,1356,4202,2365,1454,0
760,1380,1316,4304,2498,1554,0
876,1497,1500,4153,2498,1597,0
760,1361,1332,3929,2224,1384,0
876,1516,1524,4030,2600,1718,0
790,1412,1378,4334,2439,1507,0
652,1233,1096,4976,2399,1341,0
645,1220,1087,4895,2363,1320,0
732,1322,1241,4533,2426,1432,0
681,1256,1134,4882,2428,1375,0
653,1216,1055,4922,2435,1353,0
633,1192,1017,4956,2397,1317,0
687,1268,1113,4730,2430,1395,0
656,1271,1132,4676,2444,1396,0
615,1204,1055,4739,2382,1340,0
826,1508,1449,4006,2624,1767,0
770,1414,1305,4236,2498,1570,0
845,1478,1410,4171,2506,1593,0
804,1448,1359,4125,2512,1613,0
771,1446,1352,4056,2517,1638,0
790,1463,1386,3969,2578,1715,0
666,1302,1114,4912,2428,1353,0
660,1297,1098,4958,2435,1347,0
689,1318,1129,4807,2427,1375,0
687,1332,1128,4887,2437,1346,0
685,1331,1139,4851,2436,1355,0
723,1392,1233,4754,2512,1450,0
723,1367,1208,4748,2505,1440,0
723,1371,1204,4780,2511,1457,0
750,1406,1266,4666,2518,1485,0
753,1409,1273,4610,2521,1486,0
777,1438,1301,4476,2518,1549,0
750,1398,1267,4529,2509,1512,0
780,1447,1272,4527,2485,1495,0
770,1453,1291,4477,2483,1494,0
811,1500,1378,4330,2515,1577,0
857,1547,1421,4283,2571,1644,0
839,1533,1416,4255,2588,1652,0
859,1546,1452,4255,2565,1672,0
851,1540,1425,4322,2583,1641,0
789,1366,1384,3733,2431,1629,0
782,1376,1383,3959,2458,1626,0
804,1436,1432,4058,2552,1695,0
760,1380,1315,4501,2422,1482,0
782,1387,1323,4485,2430,1489,0
806,1437,1393,4424,2496,1590,0
813,1470,1441,4142,2543,1673,0
779,1392,1341,4367,2416,1492,0
726,1360,1270,4586,2412,1443,0
774,1446,1388,4495,2488,1569,0
792,1438,1386,4537,2479,1556,0
825,1446,1408,4209,2425,1559,0
722,1348,1265,4646,2421,1457,0
811,1441,1386,4468,2461,1538,0
895,1502,1550,3996,2706,1856,0
838,1453,1423,4114,2486,1626,0
938,1551,1620,3797,2649,1864,0
897,1515,1532,4045,2597,1764,0
819,1462,1454,4028,2452,1647,0
847,1475,1483,3945,2495,1700,0
902,1549,1607,3813,2594,1803,0
931,1569,1615,3780,2685,1883,0
922,1552,1568,3748,2527,1770,0
893,1273,1570,1759,2320,2292,1
899,1265,1563,1744,2300,2272,1
882,1247,1536,1714,2273,2231,1
881,1241,1516,1697,2261,2222,1
879,1243,1526,1706,2264,2232,1
892,1257,1544,1735,2290,2265,1
883,1255,1543,1736,2290,2264,1
885,1254,1540,1718,2274,2230,1
917,1294,1589,1765,2303,2254,1
896,1275,1556,1735,2285,2239,1
888,1257,1543,1711,2267,2231,1
876,1240,1523,1694,2242,2212,1
876,1237,1527,1703,2251,2223,1
884,1249,1540,1712,2260,2229,1
882,1243,1523,1705,2263,2235,1
988,1426,1756,1971,2539,2427,1
962,1388,1713,1912,2454,2374,1
935,1343,1650,1834,2388,2322,1
904,1293,1593,1769,2318,2270,1
899,1273,1568,1737,2287,2241,1
892,1259,1549,1724,2273,2232,1
952,1381,1698,1910,2469,2392,1
886,1258,1543,1706,2249,2203,1
921,1306,1598,1788,2334,2282,1
973,1406,1739,1942,2518,2424,1
998,1430,1760,1976,2529,2430,1
984,1412,1735,1954,2506,2400,1
938,1335,1643,1833,2368,2310,1
910,1297,1592,1774,2313,2265,1
900,1274,1564,1738,2262,2223,1
889,1251,1527,1698,2220,2185,1
899,1279,1571,1739,2294,2236,1
945,1358,1678,1881,2423,2351,1
897,1281,1571,1766,2295,2259,1
856,1209,1484,1655,2189,2160,1
867,1228,1505,1676,2220,2184,1
879,1259,1544,1711,2264,2220,1
901,1293,1591,1780,2312,2265,1
920,1321,1615,1812,2350,2290,1
905,1295,1597,1768,2318,2254,1
874,1243,1523,1689,2217,2181,1
872,1242,1517,1697,2224,2188,1
865,1232,1507,1686,2216,2183,1
873,1244,1523,1700,2250,2209,1
901,1299,1588,1773,2328,2282,1
879,1253,1535,1709,2242,2202,1
876,1257,1526,1704,2236,2206,1
885,1259,1542,1721,2246,2204,1
882,1249,1531,1697,2235,2197,1
887,1279,1564,1740,2263,2217,1
886,1269,1556,1736,2274,2228,1
920,1325,1620,1799,2356,2293,1
915,1307,1602,1781,2305,2240,1
877,1262,1542,1717,2253,2210,1
876,1247,1530,1703,2231,2193,1
881,1254,1533,1706,2233,2198,1
872,1236,1505,1682,2212,2179,1
882,1257,1534,1706,2244,2207,1
896,1281,1578,1767,2295,2252,1
919,1323,1622,1814,2352,2285,1
2284,3103,3780,4193,4414,3934,1
2213,3007,3671,4056,4309,3835,1
2236,3039,3706,4101,4342,3887,1
2193,2965,3614,4000,4262,3806,1
2204,2977,3631,4037,4260,3805,1
2220,3013,3671,4075,4298,3829,1
2270,3070,3738,4139,4382,3890,1
2204,3004,3648,4008,4297,3846,1
2239,3040,3701,4105,4344,3892,1
2247,3058,3724,4122,4371,3905,1
2252,3057,3725,4134,4410,3934,1
2153,2909,3534,3870,4218,3772,1
2229,3009,3661,4060,4310,3846,1
2165,2931,3550,3953,4261,3790,1
2162,2948,3570,3937,4274,3809,1
2195,2975,3615,4003,4321,3846,1
2230,3036,3694,4090,4376,3902,1
2299,3115,3798,4211,4451,3970,1
2284,3089,3762,4150,4422,3942,1
2233,3011,3673,4090,4326,3867,1
2202,2970,3610,4014,4297,3852,1
2245,3047,3714,4111,4373,3898,1
2270,3075,3738,4141,4406,3928,1
2269,3076,3747,4154,4401,3915,1
2283,3090,3753,4143,4424,3963,1
2317,3116,3786,4201,4527,4057,1
2342,3153,3837,4240,4528,4056,1
2302,3123,3793,4186,4465,3981,1
2279,3084,3753,4143,4421,3930,1
2275,3079,3743,4143,4413,3940,1
2286,3079,3735,4134,4432,3951,1
2277,3076,3740,4146,4434,3949,1
2287,3085,3763,4180,4444,3944,1
2285,3058,3730,4149,4381,3896,1
2346,3136,3810,4228,4526,4068,1
2400,3193,3874,4284,4582,4117,1
2307,3085,3746,4153,4455,3989,1
2294,3116,3768,4167,4466,3995,1
2234,3013,3647,4038,4365,3917,1
2196,2937,3561,3929,4264,3851,1
2302,3085,3738,4117,4456,4001,1
2364,3161,3834,4234,4565,4108,1
2376,3183,3862,4267,4611,4153,1
2306,3080,3743,4156,4461,3997,1
2259,3056,3710,4101,4420,3955,1
2309,3107,3753,4144,4508,4041,1
2277,3050,3702,4092,4470,4002,1
2279,3068,3718,4130,4457,4000,1
2106,2832,3434,3807,4206,3790,1
2173,2910,3524,3885,4315,3846,1
2221,2994,3641,4026,4353,3929,1
2166,2880,3489,3853,4269,3832,1
2342,3126,3789,4198,4547,4087,1
2311,3086,3752,4159,4506,4039,1
2278,3069,3727,4130,4417,3952,1
2279,3086,3758,4168,4429,3935,1
2268,3070,3721,4112,4419,3957,1
2274,3067,3703,4098,4443,3993,1
2258,3031,3685,4090,4434,3967,1
2176,2941,3575,3971,4348,3922,1
2235,2987,3641,4044,4376,3937,1
2249,3010,3651,4071,4381,3928,1
2189,2928,3542,3925,4277,3834,1
2300,3070,3734,4141,4471,4016,1
2347,3131,3813,4225,4537,4075,1
2270,3079,3752,4158,4473,4002,1
2336,3143,3821,4217,4515,4032,1
2287,3088,3764,4166,4430,3945,1
2272,3083,3756,4171,4410,3937,1
2277,3066,3735,4144,4416,3948,1
2267,3055,3711,4115,4437,3970,1
2276,3074,3732,4132,4487,4031,1
2300,3085,3736,4143,4509,4050,1
2341,3130,3800,4199,4538,4082,1
2328,3115,3786,4184,4513,4060,1
2306,3105,3782,4167,4488,4025,1
2325,3131,3823,4235,4503,4026,1
2296,3113,3806,4215,4483,3999,1
2304,3124,3817,4226,4482,3995,1
2322,3131,3816,4236,4487,4011,1
2327,3133,3805,4205,4473,4006,1
2297,3109,3794,4187,4447,3960,1
2299,3126,3810,4214,4451,3967,1
2286,3096,3771,4165,4435,3951,1
2261,3049,3715,4101,4383,3921,1
2286,3086,3750,4164,4451,3996,1
2345,3130,3805,4223,4527,4069,1
2330,3120,3794,4199,4527,4073,1
2334,3121,3781,4191,4522,4078,1
2312,3106,3768,4179,4471,4026,1
2317,3135,3806,4207,4490,4017,1
2312,3132,3813,4218,4501,4004,1
2319,3150,3842,4258,4524,4022,1
2344,3173,3870,4297,4546,4053,1
2316,3131,3826,4243,4496,4022,1
2310,3127,3810,4214,4468,3988,1
2293,3105,3779,4179,4434,3971,1
2311,3133,3821,4227,4459,3979,1
2313,3127,3816,4229,4461,3977,1
